contract-id	responsibility	owning-layer	fixture-id	source-json	positive-milestone-oracle-json	current-compiler-contract	current-activation-contract	expected-rejection-stage	expected-rejection-detail	current-target-evidence-status	milestone-capability-status	accepted-milestone-exclusion	evidence	execution-recipe	proof-limit	cell-id
G02	pure semantic artifact admission; separate physical target rejection and positive capability	C32 arithmetic/reduction/selected-update target implementation: engine resident numeric binding and math/stats typed kernels	numeric-c32-mul	"""a := 6<c32> * 2<c32>\na == 12<c32>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedContract }	recorded-direct-and-decoded-rejection-contract-pass	CAP-C32: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedContract }	MECH_AUDIT_CASE=numeric-c32-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-numeric-c32-mul
G02	pure semantic artifact admission; separate physical target rejection and positive capability	C32 arithmetic/reduction/selected-update target implementation: engine resident numeric binding and math/stats typed kernels	numeric-c32-div	"""a := 6<c32> / 2<c32>\na == 3<c32>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-C32: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=numeric-c32-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-numeric-c32-div
G02	pure semantic artifact admission; separate physical target rejection and positive capability	Power target implementation: machines/math/src/ops/pow.rs plus engine resident numeric power binding	numeric-c32-pow	"""a := 2<c32> ^ 2<c32>\na == 4<c32>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-POWER: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=numeric-c32-pow MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-numeric-c32-pow
G02	pure semantic artifact admission; separate physical target rejection and positive capability	C32 arithmetic/reduction/selected-update target implementation: engine resident numeric binding and math/stats typed kernels	matrix-repeat-c32	"""~a := [10<c32> 20<c32>; 30<c32> 40<c32>]\na[[1 1],:] += 2<c32>\na[1,1] == 14<c32>\n"""	"[""true"", ""false""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-C32: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=matrix-repeat-c32 MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-matrix-repeat-c32
G02	pure semantic artifact admission; separate physical target rejection and positive capability	Power target implementation: machines/math/src/ops/pow.rs plus engine resident numeric power binding	numeric-c64-pow	"""a := 2<c64> ^ 2<c64>\na == 4<c64>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-POWER: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=numeric-c64-pow MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-numeric-c64-pow
G02	pure semantic artifact admission; separate physical target rejection and positive capability	Power target implementation: machines/math/src/ops/pow.rs plus engine resident numeric power binding	numeric-r64-pow	"""a := 2<r64> ^ 2<r64>\na == 4<r64>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-POWER: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=numeric-r64-pow MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-numeric-r64-pow
G02	pure semantic artifact admission; separate physical target rejection and positive capability	C32 arithmetic/reduction/selected-update target implementation: engine resident numeric binding and math/stats typed kernels	matrix-c32-add	"""a := [1<c32> 2<c32>; 3<c32> 4<c32>]\nb := a + 2<c32>\nb[2,2] == 6<c32>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-C32: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=matrix-c32-add MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-matrix-c32-add
G02	pure semantic artifact admission; separate physical target rejection and positive capability	C32 arithmetic/reduction/selected-update target implementation: engine resident numeric binding and math/stats typed kernels	matrix-c32-sub	"""a := [1<c32> 2<c32>; 3<c32> 4<c32>]\nb := a - 2<c32>\nb[2,2] == 2<c32>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-C32: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=matrix-c32-sub MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-matrix-c32-sub
G02	pure semantic artifact admission; separate physical target rejection and positive capability	C32 arithmetic/reduction/selected-update target implementation: engine resident numeric binding and math/stats typed kernels	matrix-c32-mul	"""a := [1<c32> 2<c32>; 3<c32> 4<c32>]\nb := a * 2<c32>\nb[2,2] == 8<c32>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-C32: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=matrix-c32-mul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-matrix-c32-mul
G02	pure semantic artifact admission; separate physical target rejection and positive capability	C32 arithmetic/reduction/selected-update target implementation: engine resident numeric binding and math/stats typed kernels	matrix-c32-div	"""a := [1<c32> 2<c32>; 3<c32> 4<c32>]\nb := a / 2<c32>\nb[2,2] == 2<c32>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-C32: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=matrix-c32-div MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-matrix-c32-div
G02	pure semantic artifact admission; separate physical target rejection and positive capability	C32 arithmetic/reduction/selected-update target implementation: engine resident numeric binding and math/stats typed kernels	matrix-c32-sum	"""a := [1<c32> 2<c32>; 3<c32> 4<c32>]\nb := stats/sum/row(a)\nb[2] == 6<c32>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-C32: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=matrix-c32-sum MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-matrix-c32-sum
G02	pure semantic artifact admission; separate physical target rejection and positive capability	Matrix-product target implementation: machines/matrix/src/matmul.rs plus engine resident numeric matrix-product binding	matrix-c32-matmul	"""a := [1<c32> 2<c32>; 3<c32> 4<c32>]\nb := matrix/matmul(a,a)\nb[2,2] == 22<c32>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-MATMUL: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=matrix-c32-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-matrix-c32-matmul
G02	pure semantic artifact admission; separate physical target rejection and positive capability	Matrix-product target implementation: machines/matrix/src/matmul.rs plus engine resident numeric matrix-product binding	matrix-c64-matmul	"""a := [1<c64> 2<c64>; 3<c64> 4<c64>]\nb := matrix/matmul(a,a)\nb[2,2] == 22<c64>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-MATMUL: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=matrix-c64-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-matrix-c64-matmul
G02	pure semantic artifact admission; separate physical target rejection and positive capability	Matrix-product target implementation: machines/matrix/src/matmul.rs plus engine resident numeric matrix-product binding	matrix-r64-matmul	"""a := [1<r64> 2<r64>; 3<r64> 4<r64>]\nb := matrix/matmul(a,a)\nb[2,2] == 22<r64>\n"""	"[""true"", ""true""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-MATMUL: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=matrix-r64-matmul MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-matrix-r64-matmul
G02	pure semantic artifact admission; separate physical target rejection and positive capability	Floating binary broadcast target binding: math/copysign catalog/kernel and engine resident numeric layout adapter	catalog-f32-binary-broadcast	"""+> math\na := [1f32 2f32;3f32 4f32]\nb := math/copysign(a,-1f32)\nb\n"""	"[""[-1 -2; -3 -4]"", ""[-1 -2; -3 -4]""]"	compile_document and artifact bytecode encoding/decoding succeed; no mandatory temporary activation for pure no-value plans	configured resident activation rejects before turn execution/publication	activation	KernelBind { node: NodeId(0), error: UnsupportedLayout }	recorded-direct-and-decoded-rejection-contract-pass	CAP-F32-BINARY: unimplemented capability; explicit scope acceptance pending, not completed by rejection	None established by this audit; current factory/shape limitations are not scope approval.	s8-audit-published-contracts.log; KernelBind { node: NodeId(0), error: UnsupportedLayout }	MECH_AUDIT_CASE=catalog-f32-binary-broadcast MECH_AUDIT_REQUIRE_PASS=1 ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	Existing probe reaches direct activation after both artifacts are built; it stops at first direct rejection, so decoded activation rejection is not separately executed. Original positive expected values are preserved here. Correcting current-target rejection does not satisfy the positive milestone witness.	TR-catalog-f32-binary-broadcast
